# mechanical audit baseline for all 1,374 active official rows; not a semantic completion audit
# deprecated source rows are retained but excluded from this active ledger
# Unlinked rows are Unreviewed, never automatically treated as unimplemented
# platform_limited rows remain in the ledger and are separated from general Adapter work
exchange	official_product	interface	method	path_or_message	operation_id	lifecycle	exposure	platform_boundary	platform_decision	local_operations	bridge_status	coverage_locator	coverage_state	rust_status	rust_locators	schema_status	schema_locator	codegen_status	codegen_locator	Python_status	Python_locator	Dart_status	Dart_locator	TypeScript_status	TypeScript_locator	verification	audit_status	mapping_names	next_batch
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@aggTrade	aggregateTradeStreams	documented_active	provider_typed	general_adapter_or_provider	해당 없음	usd_m.aggregate_trade_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Planned	present	src/adapters/binance/mod.rs:644	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	Documented	Blocked	aggregate_trades	공용 MarketEvent가 집계 체결의 fill ID 범위를 보존하지 못함; 억지 변환·새 공개 API 금지
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@bookTicker	individualSymbolBookTickerStreams	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@compositeIndex	compositeIndexSymbolInformationStreams	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth@{updateSpeed}	diffBookDepthStreams	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth{levels}@{updateSpeed}	partialBookDepthStreams	documented_active	common_existing	general_adapter_or_provider	해당 없음	usd_m.partial_book_depth_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@forceOrder	liquidationOrderStreams	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@kline_{interval}	klineCandlestickStreams	documented_active	common_existing	general_adapter_or_provider	해당 없음	usd_m.kline_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@markPrice@{updateSpeed}	markPriceStream	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@miniTicker	individualSymbolMiniTickerStream	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@rpiDepth@500ms	rpiDiffBookDepthStreams	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@ticker	individualSymbolTickerStreams	documented_active	common_existing	general_adapter_or_provider	해당 없음	usd_m.ticker_stream	connected	bindings/common/src/coverage.rs::OPERATIONS	Partial	present	src/adapter.rs:78	present	bindings/common/src/schema.rs::binding_schema	present	bindings/python/python/maxt/_generated_contract.py;bindings/dart/lib/src/generated_contract.dart;bindings/typescript/src/generated/contract.ts	present	bindings/python/python/maxt/adapters.py	present	bindings/dart/lib/src/generated_provider_methods.dart	present	bindings/typescript/src/generated/api.ts	LiveRead	Partial	subscribe	원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Gift Card REST	Http	GET	/sapi/v1/giftcard/buyCode/token-limit	fetchTokenLimit	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Gift Card REST	Http	GET	/sapi/v1/giftcard/cryptography/rsa-public-key	fetchRsaPublicKey	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Gift Card REST	Http	GET	/sapi/v1/giftcard/verify	verifyBinanceGiftCardByGiftCardNumber	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Gift Card REST	Http	POST	/sapi/v1/giftcard/buyCode	createADualTokenGiftCard	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Gift Card REST	Http	POST	/sapi/v1/giftcard/createCode	createASingleTokenGiftCard	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Gift Card REST	Http	POST	/sapi/v1/giftcard/redeemCode	redeemABinanceGiftCard	documented_active	provider_typed	general_adapter_or_provider	해당 없음		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		원장/감사 queue에 유지; 새 발견은 다음 backlog
Binance	Institutional Loan REST	Http	DELETE	/sapi/v1/margin/loan-group	closeRiskUnit	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group	queryOneRiskUnitDetail	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/borrow-repay	riskUnitBorrowRepayRecords	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/force-liquidation	getRiskUnitForceLiquidationRecord	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/force-liquidation-transfer-record	queryRiskUnitForcedLiquidationTransferRecords	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/interest-history	riskUnitInterestHistory	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/interest-rebate-balance	queryInterestRebateBalance	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/interest-rebate-balance/records	queryInterestRebateBalanceRecords	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/ltv-details	queryRiskUnitDetails	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/max-borrowable	queryLoanGroupMaxBorrowable	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-groups/activated	queryActiveRiskUnits	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-groups/closed	queryClosedRiskUnitRecord	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/borrow	riskUnitBorrow	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/edit-member	addCollateralAccounts	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/repay	riskUnitRepay	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/transfer-out	riskUnitTransfer	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/add-account-info-list	linkMultipleAccounts	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/check-kyc-status	checkKycStatus	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/inner-query-kyc-status	queryKycStatusByBrokerSubAccountId	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/page-query-rfi-records	kycRfiRecordsQueryApi	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-kyc-info	queryKycStatusByEntityCustomerId	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-linked-accounts	queryLinkedAccountsInfo	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-share-data-status	queryShareKycInfoStatusApi	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-submit-rfi-result	queryKycRfiRecordSubmitResultApi	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/refused-kyc-data	refusedUserKycData	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/share-kyc-data	kycSharing	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/submit-rfi-record	kycRfiRecordSubmitApi	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/unlink-kyc-data	unlinkUserKycData	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	GET	/sapi/v1/vip/link-plus/overview	queryLinkPlusOverview	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	GET	/sapi/v1/vip/link-plus/subgroups/detail	querySubGroupsDetails	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	GET	/sapi/v1/vip/liquidity-programs/subgroups/overview	queryLiquidityProgramOverviewForSubGroups	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	GET	/sapi/v1/vip/liquidity-programs/subgroups/performance	queryLiquidityProgramPerformanceForSubGroups	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	GET	/sapi/v1/vip/liquidity-programs/subgroups/weekly-result	queryLiquidityProgramWeeklyResultsForSubGroups	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	POST	/sapi/v1/vip/link-plus/subgroups	createNewSubGroups	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	POST	/sapi/v1/vip/link-plus/subgroups/{groupId}/accounts	addAccountsToSubGroups	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link Plus REST	Http	PUT	/sapi/v1/vip/link-plus/subgroups/{groupId}/name	updateNameOfSubGroups	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/customization	getFuturesClientEmailCustomizedId	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/ifNewUser	queryFuturesClientNewUserStatus	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/overview	getRebateDataOverview	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/rebateVol	getRebateVolume	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/tradeVol	getUserTradeVolume	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/traderNum	getTraderNumber	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/traderSummary	getTraderDetail	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/apiReferral/userCustomization	getUsersCustomizeId	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/fapi/v1/income	getIncomeHistory	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/papi/v1/apiReferral/ifNewUser	queryPapiClientNewUserStatus	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/papi/v1/apiReferral/userCustomization	getUserCustomizeId	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/sapi/v1/apiReferral/customization	getClientEmailCustomizedId	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/sapi/v1/apiReferral/ifNewUser	queryClientIfTheNewUser	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/sapi/v1/apiReferral/kickback/recentRecord	queryRebateRecentRecord	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
Binance	Link and Trade REST	Http	GET	/sapi/v1/apiReferral/rebate/recentRecord	queryPartnerRebateRecentRecord	documented_active	platform_limited	separate_platform_or_protocol_service	이번 릴리스 보류(임시; 사용자 승인 필요)		not_connected		Unlinked	unreviewed		unreviewed		unreviewed		unreviewed		unreviewed		unreviewed			Unreviewed		별도 platform/protocol service 결정 대기; 사용자 승인 전 구현 재개 금지
